"DESCRICAO","ROTULO","COD_CONFIGURACAO","COD_MEDICAO_ETA","VALOR","DT_REGISTRO_PROGRAMADA"
FILTROS,Filtro 5,1354,21216439,0.3100,2020-10-10 03:00:00
DOSAGENS,Dosagem Sulfato,1333,21216432,65.1000,2020-10-10 03:00:00
FILTROS,Filtro 1,1350,21216435,0.2700,2020-10-10 03:00:00
FILTROS,Filtro 3,1352,21216437,0.2900,2020-10-10 03:00:00
DOSAGENS,Cloro Pós,1339,21214321,16.0000,2020-10-10 03:00:00
DOSAGENS,Dens. Flúor,1341,21214333,1.2038,2020-10-10 03:00:00
DOSAGENS,Dosagem Flúor,1342,21216433,17.2900,2020-10-10 03:00:00
ÁGUA TRATADA,Cloro residual,1360,21216441,1.9200,2020-10-10 03:00:00
DOSAGENS,Dens. Sulfato,1331,21214309,1.3220,2020-10-10 03:00:00
ENTRADA DA ETA,Vazão afluente,1324,21216431,1139.0000,2020-10-10 03:00:00
DOSAGENS,Conc. Sulfato,1330,21214303,46.3200,2020-10-10 03:00:00
DOSAGENS,Dosagem Sulfato,1332,21214315,7.0000,2020-10-10 03:00:00
FILTROS,Filtro 6,1355,21216440,0.4300,2020-10-10 03:00:00
FILTROS,Filtro 2,1351,21216436,0.3100,2020-10-10 03:00:00
FILTROS,Filtro 4,1353,21216438,0.3400,2020-10-10 03:00:00
ÁGUA TRATADA,Turbidez,1357,21217830,0.3000,2020-10-10 04:00:00
DOSAGENS,Dosagem Sulfato,1332,21214316,7.0000,2020-10-10 04:00:00
DOSAGENS,Conc. Sulfato,1330,21214304,46.3200,2020-10-10 04:00:00
ENTRADA DA ETA,Vazão afluente,1324,21217814,1142.0000,2020-10-10 04:00:00
COND. AMBIENTAIS,Temp. ar,1349,21217828,25.1000,2020-10-10 04:00:00
ÁGUA TRATADA,Cor,1356,21217829,2.0000,2020-10-10 04:00:00
DOSAGENS,Dens. Sulfato,1331,21214310,1.3220,2020-10-10 04:00:00
DOSAGENS,Dosagem Flúor,1342,21217816,17.3400,2020-10-10 04:00:00
ÁGUA BRUTA,pH,1345,21217824,7.1400,2020-10-10 04:00:00
ÁGUA TRATADA,Alcalinidade,1359,21217832,20.0000,2020-10-10 04:00:00
ÁGUA TRATADA,Cloro residual,1360,21217833,1.9800,2020-10-10 04:00:00
DOSAGENS,Dens. Flúor,1341,21214334,1.2038,2020-10-10 04:00:00
DOSAGENS,Cloro Pós,1339,21214322,16.0000,2020-10-10 04:00:00
ÁGUA BRUTA,Alcalinidade,1346,21217825,16.8000,2020-10-10 04:00:00
ÁGUA COAGULADA,pH,1348,21217827,6.5200,2020-10-10 04:00:00
DOSAGENS,Dosagem Sulfato,1333,21217815,65.2700,2020-10-10 04:00:00
ÁGUA COAGULADA,Turbidez,1347,21217826,9.2000,2020-10-10 04:00:00
DOSAGENS,Conc. Flúor,1340,21214328,23.0000,2020-10-10 04:00:00
RESERVATÓRIO,Nível,1325,21217817,85.0000,2020-10-10 04:00:00
ÁGUA BRUTA,Cor,1343,21217822,30.0000,2020-10-10 04:00:00
ÁGUA BRUTA,Turbidez,1344,21217823,6.1000,2020-10-10 04:00:00
ÁGUA TRATADA,pH,1358,21217831,7.1300,2020-10-10 04:00:00
ÁGUA TRATADA,Íon Flúor,1362,21217834,0.7100,2020-10-10 04:00:00
RESERVATÓRIO,Nível,1325,21217821,85.0000,2020-10-10 05:00:00
DOSAGENS,Conc. Flúor,1340,21214329,23.0000,2020-10-10 05:00:00
FILTROS,Filtro 5,1354,21217840,0.3600,2020-10-10 05:00:00
DOSAGENS,Dosagem Sulfato,1333,21217819,82.8800,2020-10-10 05:00:00
FILTROS,Filtro 1,1350,21217836,0.4400,2020-10-10 05:00:00
FILTROS,Filtro 3,1352,21217838,0.3200,2020-10-10 05:00:00
DOSAGENS,Cloro Pós,1339,21214323,16.0000,2020-10-10 05:00:00
DOSAGENS,Dens. Flúor,1341,21214335,1.2038,2020-10-10 05:00:00
ÁGUA TRATADA,Cloro residual,1360,21217835,1.9600,2020-10-10 05:00:00
DOSAGENS,Dosagem Flúor,1342,21217820,22.0100,2020-10-10 05:00:00
DOSAGENS,Dens. Sulfato,1331,21214311,1.3220,2020-10-10 05:00:00
ENTRADA DA ETA,Vazão afluente,1324,21217818,1450.0000,2020-10-10 05:00:00
DOSAGENS,Conc. Sulfato,1330,21214305,46.3200,2020-10-10 05:00:00
DOSAGENS,Dosagem Sulfato,1332,21214317,7.0000,2020-10-10 05:00:00
FILTROS,Filtro 6,1355,21217841,0.2800,2020-10-10 05:00:00
FILTROS,Filtro 2,1351,21217837,0.3700,2020-10-10 05:00:00
FILTROS,Filtro 4,1353,21217839,0.4500,2020-10-10 05:00:00
ÁGUA TRATADA,Turbidez,1357,21219490,0.3300,2020-10-10 06:00:00
DOSAGENS,Dosagem Sulfato,1332,21214318,7.0000,2020-10-10 06:00:00
DOSAGENS,Conc. Sulfato,1330,21214306,46.3200,2020-10-10 06:00:00
ENTRADA DA ETA,Vazão afluente,1324,21219478,1404.0000,2020-10-10 06:00:00
COND. AMBIENTAIS,Temp. ar,1349,21219488,25.0000,2020-10-10 06:00:00
ÁGUA TRATADA,Cor,1356,21219489,2.0000,2020-10-10 06:00:00
DOSAGENS,Dens. Sulfato,1331,21214312,1.3200,2020-10-10 06:00:00
DOSAGENS,Dosagem Flúor,1342,21219480,21.3100,2020-10-10 06:00:00
ÁGUA BRUTA,pH,1345,21219484,7.1400,2020-10-10 06:00:00
ÁGUA TRATADA,Alcalinidade,1359,21219492,19.5000,2020-10-10 06:00:00
ÁGUA TRATADA,Cloro residual,1360,21219493,1.9800,2020-10-10 06:00:00
DOSAGENS,Dens. Flúor,1341,21214336,1.2038,2020-10-10 06:00:00
DOSAGENS,Cloro Pós,1339,21214324,16.0000,2020-10-10 06:00:00
ÁGUA BRUTA,Alcalinidade,1346,21219485,16.8000,2020-10-10 06:00:00
ÁGUA COAGULADA,pH,1348,21219487,6.5400,2020-10-10 06:00:00
DOSAGENS,Dosagem Sulfato,1333,21219479,80.3700,2020-10-10 06:00:00
ÁGUA COAGULADA,Turbidez,1347,21219486,9.0000,2020-10-10 06:00:00
DOSAGENS,Conc. Flúor,1340,21214330,23.0000,2020-10-10 06:00:00
RESERVATÓRIO,Nível,1325,21219481,71.0000,2020-10-10 06:00:00
ÁGUA BRUTA,Cor,1343,21219482,33.5000,2020-10-10 06:00:00
ÁGUA BRUTA,Turbidez,1344,21219483,5.8800,2020-10-10 06:00:00
ÁGUA TRATADA,pH,1358,21219491,6.9500,2020-10-10 06:00:00
ÁGUA TRATADA,Íon Flúor,1362,21219494,0.6500,2020-10-10 06:00:00
RESERVATÓRIO,Nível,1325,21223093,77.0000,2020-10-10 07:00:00
DOSAGENS,Conc. Flúor,1340,21223123,23.0000,2020-10-10 07:00:00
FILTROS,Filtro 5,1354,21223156,0.3100,2020-10-10 07:00:00
DOSAGENS,Dosagem Sulfato,1333,21223088,120.6000,2020-10-10 07:00:00
FILTROS,Filtro 1,1350,21223152,0.3200,2020-10-10 07:00:00
FILTROS,Filtro 3,1352,21223154,0.3200,2020-10-10 07:00:00
DOSAGENS,Cloro Pós,1339,21223119,21.0000,2020-10-10 07:00:00
DOSAGENS,Dens. Flúor,1341,21223134,1.2038,2020-10-10 07:00:00
DOSAGENS,Dosagem Flúor,1342,21223089,32.0300,2020-10-10 07:00:00
ÁGUA TRATADA,Cloro residual,1360,21223163,1.9900,2020-10-10 07:00:00
ENTRADA DA ETA,Vazão afluente,1324,21223087,2110.0000,2020-10-10 07:00:00
DOSAGENS,Dens. Sulfato,1331,21223096,1.3220,2020-10-10 07:00:00
DOSAGENS,Conc. Sulfato,1330,21223095,46.3200,2020-10-10 07:00:00
DOSAGENS,Dosagem Sulfato,1332,21223097,7.0000,2020-10-10 07:00:00
FILTROS,Filtro 6,1355,21223157,0.3400,2020-10-10 07:00:00
FILTROS,Filtro 2,1351,21223153,0.3500,2020-10-10 07:00:00
FILTROS,Filtro 4,1353,21223155,0.3600,2020-10-10 07:00:00
ÁGUA TRATADA,Turbidez,1357,21223159,0.2700,2020-10-10 08:00:00
DOSAGENS,Conc. Sulfato,1330,21223098,46.3200,2020-10-10 08:00:00
DOSAGENS,Dosagem Sulfato,1332,21223118,7.0000,2020-10-10 08:00:00
DOSAGENS,Dens. Sulfato,1331,21223108,1.3220,2020-10-10 08:00:00
ENTRADA DA ETA,Vazão afluente,1324,21223090,2145.0000,2020-10-10 08:00:00
COND. AMBIENTAIS,Temp. ar,1349,21223151,25.8000,2020-10-10 08:00:00
ÁGUA TRATADA,Cor,1356,21223158,1.8000,2020-10-10 08:00:00
ÁGUA TRATADA,Alumínio,1363,21223165,0.0100,2020-10-10 08:00:00
DOSAGENS,Dosagem Flúor,1342,21223092,32.5600,2020-10-10 08:00:00
ÁGUA BRUTA,pH,1345,21223147,7.1500,2020-10-10 08:00:00
ÁGUA TRATADA,Alcalinidade,1359,21223161,20.2000,2020-10-10 08:00:00
ÁGUA TRATADA,Cloro residual,1360,21223162,2.0000,2020-10-10 08:00:00
DOSAGENS,Dens. Flúor,1341,21223135,1.2038,2020-10-10 08:00:00
DOSAGENS,Cloro Pós,1339,21223120,21.0000,2020-10-10 08:00:00
ÁGUA BRUTA,Alcalinidade,1346,21223148,17.0000,2020-10-10 08:00:00
ÁGUA COAGULADA,pH,1348,21223150,6.5300,2020-10-10 08:00:00
DOSAGENS,Dosagem Sulfato,1333,21223091,122.6000,2020-10-10 08:00:00
DOSAGENS,Conc. Flúor,1340,21223124,23.0000,2020-10-10 08:00:00
ÁGUA COAGULADA,Turbidez,1347,21223149,7.0000,2020-10-10 08:00:00
RESERVATÓRIO,Nível,1325,21223094,84.0000,2020-10-10 08:00:00
ÁGUA BRUTA,Cor,1343,21223145,33.0000,2020-10-10 08:00:00
ÁGUA BRUTA,Turbidez,1344,21223146,5.6000,2020-10-10 08:00:00
ÁGUA TRATADA,pH,1358,21223160,7.1200,2020-10-10 08:00:00
ÁGUA TRATADA,Íon Flúor,1362,21223164,0.7100,2020-10-10 08:00:00
RESERVATÓRIO,Nível,1325,21223963,91.0000,2020-10-10 09:00:00
DOSAGENS,Conc. Flúor,1340,21223125,23.0000,2020-10-10 09:00:00
FILTROS,Filtro 5,1354,21223969,0.2700,2020-10-10 09:00:00
DOSAGENS,Dosagem Sulfato,1333,21223961,121.4000,2020-10-10 09:00:00
FILTROS,Filtro 1,1350,21223965,0.3000,2020-10-10 09:00:00
FILTROS,Filtro 3,1352,21223967,0.2800,2020-10-10 09:00:00
DOSAGENS,Cloro Pós,1339,21223121,21.0000,2020-10-10 09:00:00
DOSAGENS,Dens. Flúor,1341,21223136,1.2038,2020-10-10 09:00:00
DOSAGENS,Dosagem Flúor,1342,21223962,32.2400,2020-10-10 09:00:00
ÁGUA TRATADA,Cloro residual,1360,21223971,1.8000,2020-10-10 09:00:00
ENTRADA DA ETA,Vazão afluente,1324,21223960,2124.0000,2020-10-10 09:00:00
DOSAGENS,Dens. Sulfato,1331,21223109,1.3220,2020-10-10 09:00:00
DOSAGENS,Conc. Sulfato,1330,21223099,46.3200,2020-10-10 09:00:00
DOSAGENS,Dosagem Sulfato,1332,21223964,7.0000,2020-10-10 09:00:00
FILTROS,Filtro 6,1355,21223970,0.3300,2020-10-10 09:00:00
FILTROS,Filtro 2,1351,21223966,0.3100,2020-10-10 09:00:00
FILTROS,Filtro 4,1353,21223968,0.3200,2020-10-10 09:00:00
DOSAGENS,Dosagem Sulfato,1332,21225206,7.0000,2020-10-10 10:00:00
ÁGUA TRATADA,Turbidez,1357,21225215,0.3000,2020-10-10 10:00:00
DOSAGENS,Conc. Sulfato,1330,21223100,46.3200,2020-10-10 10:00:00
DOSAGENS,Dens. Sulfato,1331,21223110,1.3220,2020-10-10 10:00:00
ENTRADA DA ETA,Vazão afluente,1324,21225202,1503.0000,2020-10-10 10:00:00
COND. AMBIENTAIS,Temp. ar,1349,21225213,25.4000,2020-10-10 10:00:00
ÁGUA TRATADA,Cor,1356,21225214,1.8000,2020-10-10 10:00:00
DOSAGENS,Dosagem Flúor,1342,21225204,22.8200,2020-10-10 10:00:00
ÁGUA BRUTA,pH,1345,21225209,7.1500,2020-10-10 10:00:00
ÁGUA TRATADA,Alcalinidade,1359,21225217,20.0000,2020-10-10 10:00:00
ÁGUA TRATADA,Cloro residual,1360,21225218,1.6600,2020-10-10 10:00:00
DOSAGENS,Dens. Flúor,1341,21223137,1.2038,2020-10-10 10:00:00
DOSAGENS,Cloro Pós,1339,21223122,16.0000,2020-10-10 10:00:00
ÁGUA BRUTA,Alcalinidade,1346,21225210,17.0000,2020-10-10 10:00:00
ÁGUA COAGULADA,pH,1348,21225212,6.5400,2020-10-10 10:00:00
DOSAGENS,Dosagem Sulfato,1333,21225203,85.9100,2020-10-10 10:00:00
ÁGUA COAGULADA,Turbidez,1347,21225211,7.0000,2020-10-10 10:00:00
DOSAGENS,Conc. Flúor,1340,21223126,23.0000,2020-10-10 10:00:00
RESERVATÓRIO,Nível,1325,21225205,90.0000,2020-10-10 10:00:00
ÁGUA BRUTA,Cor,1343,21225207,32.0000,2020-10-10 10:00:00
ÁGUA BRUTA,Turbidez,1344,21225208,5.4000,2020-10-10 10:00:00
ÁGUA TRATADA,pH,1358,21225216,7.0000,2020-10-10 10:00:00
ÁGUA TRATADA,Íon Flúor,1362,21225219,0.7200,2020-10-10 10:00:00
RESERVATÓRIO,Nível,1325,21227103,84.0000,2020-10-10 11:00:00
DOSAGENS,Conc. Flúor,1340,21223127,23.0000,2020-10-10 11:00:00
FILTROS,Filtro 5,1354,21227110,0.3200,2020-10-10 11:00:00
DOSAGENS,Dosagem Sulfato,1333,21227101,83.3900,2020-10-10 11:00:00
FILTROS,Filtro 1,1350,21227106,0.3200,2020-10-10 11:00:00
FILTROS,Filtro 3,1352,21227108,0.3100,2020-10-10 11:00:00
DOSAGENS,Cloro Pós,1339,21227105,16.0000,2020-10-10 11:00:00
DOSAGENS,Dens. Flúor,1341,21223138,1.2038,2020-10-10 11:00:00
DOSAGENS,Dosagem Flúor,1342,21227102,22.1500,2020-10-10 11:00:00
ÁGUA TRATADA,Cloro residual,1360,21227112,1.7000,2020-10-10 11:00:00
ENTRADA DA ETA,Vazão afluente,1324,21227100,1459.0000,2020-10-10 11:00:00
DOSAGENS,Dens. Sulfato,1331,21223111,1.3220,2020-10-10 11:00:00
DOSAGENS,Conc. Sulfato,1330,21223101,46.3200,2020-10-10 11:00:00
DOSAGENS,Dosagem Sulfato,1332,21227104,7.0000,2020-10-10 11:00:00
FILTROS,Filtro 6,1355,21227111,0.3600,2020-10-10 11:00:00
FILTROS,Filtro 2,1351,21227107,0.3500,2020-10-10 11:00:00
FILTROS,Filtro 4,1353,21227109,0.3300,2020-10-10 11:00:00
DOSAGENS,Dosagem Sulfato,1332,21227615,7.0000,2020-10-10 12:00:00
ÁGUA TRATADA,Turbidez,1357,21227625,0.3400,2020-10-10 12:00:00
DOSAGENS,Conc. Sulfato,1330,21223102,46.3200,2020-10-10 12:00:00
DOSAGENS,Dens. Sulfato,1331,21223112,1.3220,2020-10-10 12:00:00
ENTRADA DA ETA,Vazão afluente,1324,21227611,1391.0000,2020-10-10 12:00:00
COND. AMBIENTAIS,Temp. ar,1349,21227623,25.2000,2020-10-10 12:00:00
ÁGUA TRATADA,Cor,1356,21227624,2.0000,2020-10-10 12:00:00
DOSAGENS,Dosagem Flúor,1342,21227613,21.1200,2020-10-10 12:00:00
ÁGUA BRUTA,pH,1345,21227619,7.1500,2020-10-10 12:00:00
ÁGUA TRATADA,Alcalinidade,1359,21227627,19.4000,2020-10-10 12:00:00
ÁGUA TRATADA,Cloro residual,1360,21227628,1.7500,2020-10-10 12:00:00
DOSAGENS,Dens. Flúor,1341,21223139,1.2038,2020-10-10 12:00:00
DOSAGENS,Cloro Pós,1339,21227616,16.0000,2020-10-10 12:00:00
ÁGUA BRUTA,Alcalinidade,1346,21227620,17.0000,2020-10-10 12:00:00
ÁGUA COAGULADA,pH,1348,21227622,6.5300,2020-10-10 12:00:00
DOSAGENS,Dosagem Sulfato,1333,21227612,79.5100,2020-10-10 12:00:00
ÁGUA COAGULADA,Turbidez,1347,21227621,6.8000,2020-10-10 12:00:00
DOSAGENS,Conc. Flúor,1340,21223128,23.0000,2020-10-10 12:00:00
RESERVATÓRIO,Nível,1325,21227614,80.0000,2020-10-10 12:00:00
ÁGUA BRUTA,Cor,1343,21227617,32.0000,2020-10-10 12:00:00
ÁGUA BRUTA,Turbidez,1344,21227618,5.3000,2020-10-10 12:00:00
ÁGUA TRATADA,pH,1358,21227626,6.8900,2020-10-10 12:00:00
ÁGUA TRATADA,Íon Flúor,1362,21227629,0.7400,2020-10-10 12:00:00
RESERVATÓRIO,Nível,1325,21228847,69.0000,2020-10-10 13:00:00
DOSAGENS,Conc. Flúor,1340,21223129,23.0000,2020-10-10 13:00:00
FILTROS,Filtro 5,1354,21228854,0.3500,2020-10-10 13:00:00
DOSAGENS,Dosagem Sulfato,1333,21228845,79.5100,2020-10-10 13:00:00
FILTROS,Filtro 1,1350,21228850,0.3500,2020-10-10 13:00:00
FILTROS,Filtro 3,1352,21228852,0.3400,2020-10-10 13:00:00
DOSAGENS,Cloro Pós,1339,21228849,16.0000,2020-10-10 13:00:00
DOSAGENS,Dens. Flúor,1341,21223140,1.2038,2020-10-10 13:00:00
DOSAGENS,Dosagem Flúor,1342,21228846,21.1200,2020-10-10 13:00:00
ÁGUA TRATADA,Cloro residual,1360,21228856,2.0000,2020-10-10 13:00:00
ENTRADA DA ETA,Vazão afluente,1324,21228844,1391.0000,2020-10-10 13:00:00
ÁGUA TRATADA,Alumínio,1363,21232178,0.0000,2020-10-10 13:00:00
DOSAGENS,Dens. Sulfato,1331,21223113,1.3220,2020-10-10 13:00:00
DOSAGENS,Conc. Sulfato,1330,21223103,46.3200,2020-10-10 13:00:00
DOSAGENS,Dosagem Sulfato,1332,21228848,7.0000,2020-10-10 13:00:00
FILTROS,Filtro 6,1355,21228855,0.4400,2020-10-10 13:00:00
FILTROS,Filtro 2,1351,21228851,0.3900,2020-10-10 13:00:00
FILTROS,Filtro 4,1353,21228853,0.4000,2020-10-10 13:00:00
DOSAGENS,Dosagem Sulfato,1332,21230384,7.0000,2020-10-10 14:00:00
ÁGUA TRATADA,Turbidez,1357,21230394,0.3200,2020-10-10 14:00:00
DOSAGENS,Conc. Sulfato,1330,21223104,46.3200,2020-10-10 14:00:00
DOSAGENS,Dens. Sulfato,1331,21223114,1.3220,2020-10-10 14:00:00
ENTRADA DA ETA,Vazão afluente,1324,21230380,1409.0000,2020-10-10 14:00:00
COND. AMBIENTAIS,Temp. ar,1349,21230392,25.0000,2020-10-10 14:00:00
ÁGUA TRATADA,Cor,1356,21230393,2.0000,2020-10-10 14:00:00
DOSAGENS,Dosagem Flúor,1342,21230382,21.3900,2020-10-10 14:00:00
ÁGUA BRUTA,pH,1345,21230388,7.1500,2020-10-10 14:00:00
ÁGUA TRATADA,Alcalinidade,1359,21230396,19.8000,2020-10-10 14:00:00
ÁGUA TRATADA,Cloro residual,1360,21230397,1.8800,2020-10-10 14:00:00
DOSAGENS,Dens. Flúor,1341,21223141,1.2038,2020-10-10 14:00:00
DOSAGENS,Cloro Pós,1339,21230385,16.0000,2020-10-10 14:00:00
ÁGUA BRUTA,Alcalinidade,1346,21230389,17.0000,2020-10-10 14:00:00
ÁGUA COAGULADA,pH,1348,21230391,6.5200,2020-10-10 14:00:00
DOSAGENS,Dosagem Sulfato,1333,21230381,80.5300,2020-10-10 14:00:00
ÁGUA COAGULADA,Turbidez,1347,21230390,6.8000,2020-10-10 14:00:00
DOSAGENS,Conc. Flúor,1340,21223130,23.0000,2020-10-10 14:00:00
RESERVATÓRIO,Nível,1325,21230383,62.0000,2020-10-10 14:00:00
ÁGUA BRUTA,Cor,1343,21230386,31.0000,2020-10-10 14:00:00
ÁGUA BRUTA,Turbidez,1344,21230387,5.2000,2020-10-10 14:00:00
ÁGUA TRATADA,pH,1358,21230395,6.9400,2020-10-10 14:00:00
ÁGUA TRATADA,Íon Flúor,1362,21230398,0.7600,2020-10-10 14:00:00
RESERVATÓRIO,Nível,1325,21231314,54.0000,2020-10-10 15:00:00
DOSAGENS,Conc. Flúor,1340,21223131,23.0000,2020-10-10 15:00:00
FILTROS,Filtro 5,1354,21231386,0.3200,2020-10-10 15:00:00
DOSAGENS,Dosagem Sulfato,1333,21231312,115.4000,2020-10-10 15:00:00
FILTROS,Filtro 1,1350,21231382,0.3300,2020-10-10 15:00:00
FILTROS,Filtro 3,1352,21231384,0.3100,2020-10-10 15:00:00
DOSAGENS,Cloro Pós,1339,21231316,21.0000,2020-10-10 15:00:00
DOSAGENS,Dens. Flúor,1341,21223142,1.2038,2020-10-10 15:00:00
DOSAGENS,Dosagem Flúor,1342,21231313,30.6500,2020-10-10 15:00:00
ÁGUA TRATADA,Cloro residual,1360,21231388,2.0000,2020-10-10 15:00:00
ENTRADA DA ETA,Vazão afluente,1324,21231311,2019.0000,2020-10-10 15:00:00
DOSAGENS,Dens. Sulfato,1331,21223115,1.3220,2020-10-10 15:00:00
DOSAGENS,Conc. Sulfato,1330,21223105,46.3200,2020-10-10 15:00:00
DOSAGENS,Dosagem Sulfato,1332,21231315,7.0000,2020-10-10 15:00:00
FILTROS,Filtro 6,1355,21231387,0.3600,2020-10-10 15:00:00
FILTROS,Filtro 2,1351,21231383,0.3500,2020-10-10 15:00:00
FILTROS,Filtro 4,1353,21231385,0.3400,2020-10-10 15:00:00
DOSAGENS,Dosagem Sulfato,1332,21232163,7.0000,2020-10-10 16:00:00
ÁGUA TRATADA,Turbidez,1357,21232173,0.4500,2020-10-10 16:00:00
DOSAGENS,Conc. Sulfato,1330,21223106,46.3200,2020-10-10 16:00:00
DOSAGENS,Dens. Sulfato,1331,21223116,1.3220,2020-10-10 16:00:00
ENTRADA DA ETA,Vazão afluente,1324,21232159,2160.0000,2020-10-10 16:00:00
COND. AMBIENTAIS,Temp. ar,1349,21232171,24.2000,2020-10-10 16:00:00
ÁGUA TRATADA,Cor,1356,21232172,2.0000,2020-10-10 16:00:00
DOSAGENS,Dosagem Flúor,1342,21232161,32.7900,2020-10-10 16:00:00
ÁGUA BRUTA,pH,1345,21232167,7.1500,2020-10-10 16:00:00
ÁGUA TRATADA,Alcalinidade,1359,21232175,20.6000,2020-10-10 16:00:00
ÁGUA TRATADA,Cloro residual,1360,21232176,1.7400,2020-10-10 16:00:00
DOSAGENS,Dens. Flúor,1341,21223143,1.2038,2020-10-10 16:00:00
DOSAGENS,Cloro Pós,1339,21232164,21.0000,2020-10-10 16:00:00
ÁGUA BRUTA,Alcalinidade,1346,21232168,17.0000,2020-10-10 16:00:00
ÁGUA COAGULADA,pH,1348,21232170,6.5000,2020-10-10 16:00:00
DOSAGENS,Dosagem Sulfato,1333,21232160,123.4600,2020-10-10 16:00:00
ÁGUA COAGULADA,Turbidez,1347,21232169,6.6000,2020-10-10 16:00:00
DOSAGENS,Conc. Flúor,1340,21223132,23.0000,2020-10-10 16:00:00
RESERVATÓRIO,Nível,1325,21232162,57.0000,2020-10-10 16:00:00
ÁGUA BRUTA,Cor,1343,21232165,32.0000,2020-10-10 16:00:00
ÁGUA BRUTA,Turbidez,1344,21232166,5.3000,2020-10-10 16:00:00
ÁGUA TRATADA,pH,1358,21232174,7.1000,2020-10-10 16:00:00
ÁGUA TRATADA,Íon Flúor,1362,21232177,0.7800,2020-10-10 16:00:00
RESERVATÓRIO,Nível,1325,21232835,60.0000,2020-10-10 17:00:00
DOSAGENS,Conc. Flúor,1340,21223133,23.0000,2020-10-10 17:00:00
FILTROS,Filtro 5,1354,21232842,0.2700,2020-10-10 17:00:00
DOSAGENS,Dosagem Sulfato,1333,21232833,121.9200,2020-10-10 17:00:00
FILTROS,Filtro 1,1350,21232838,0.3100,2020-10-10 17:00:00
FILTROS,Filtro 3,1352,21232840,0.3000,2020-10-10 17:00:00
DOSAGENS,Cloro Pós,1339,21232837,21.0000,2020-10-10 17:00:00
DOSAGENS,Dens. Flúor,1341,21223144,1.2038,2020-10-10 17:00:00
DOSAGENS,Dosagem Flúor,1342,21232834,32.3800,2020-10-10 17:00:00
ÁGUA TRATADA,Cloro residual,1360,21232844,1.6900,2020-10-10 17:00:00
ENTRADA DA ETA,Vazão afluente,1324,21232832,2133.0000,2020-10-10 17:00:00
DOSAGENS,Dens. Sulfato,1331,21223117,1.3220,2020-10-10 17:00:00
DOSAGENS,Conc. Sulfato,1330,21223107,46.3200,2020-10-10 17:00:00
DOSAGENS,Dosagem Sulfato,1332,21232836,7.0000,2020-10-10 17:00:00
FILTROS,Filtro 6,1355,21232843,0.3400,2020-10-10 17:00:00
FILTROS,Filtro 2,1351,21232839,0.3300,2020-10-10 17:00:00
FILTROS,Filtro 4,1353,21232841,0.3200,2020-10-10 17:00:00
DOSAGENS,Conc. Sulfato,1330,21235495,46.3200,2020-10-10 18:00:00
ÁGUA TRATADA,Turbidez,1357,21235536,0.3300,2020-10-10 18:00:00
DOSAGENS,Dosagem Sulfato,1332,21235507,7.0000,2020-10-10 18:00:00
ENTRADA DA ETA,Vazão afluente,1324,21235491,2153.0000,2020-10-10 18:00:00
DOSAGENS,Dens. Sulfato,1331,21235501,1.3220,2020-10-10 18:00:00
COND. AMBIENTAIS,Temp. ar,1349,21235534,24.8000,2020-10-10 18:00:00
ÁGUA TRATADA,Cor,1356,21235535,2.0000,2020-10-10 18:00:00
DOSAGENS,Dosagem Flúor,1342,21235493,32.6800,2020-10-10 18:00:00
ÁGUA BRUTA,pH,1345,21235530,7.1200,2020-10-10 18:00:00
ÁGUA TRATADA,Alcalinidade,1359,21235538,19.6000,2020-10-10 18:00:00
ÁGUA TRATADA,Cloro residual,1360,21235539,1.6200,2020-10-10 18:00:00
DOSAGENS,Dens. Flúor,1341,21235522,1.2038,2020-10-10 18:00:00
DOSAGENS,Cloro Pós,1339,21235513,21.0000,2020-10-10 18:00:00
ÁGUA BRUTA,Alcalinidade,1346,21235531,16.9000,2020-10-10 18:00:00
ÁGUA COAGULADA,pH,1348,21235533,6.4700,2020-10-10 18:00:00
DOSAGENS,Dosagem Sulfato,1333,21235492,123.0600,2020-10-10 18:00:00
ÁGUA COAGULADA,Turbidez,1347,21235532,6.5900,2020-10-10 18:00:00
DOSAGENS,Conc. Flúor,1340,21235516,23.0000,2020-10-10 18:00:00
RESERVATÓRIO,Nível,1325,21235494,67.0000,2020-10-10 18:00:00
ÁGUA BRUTA,Cor,1343,21235528,33.0000,2020-10-10 18:00:00
ÁGUA BRUTA,Turbidez,1344,21235529,5.3300,2020-10-10 18:00:00
ÁGUA TRATADA,pH,1358,21235537,7.0200,2020-10-10 18:00:00
ÁGUA TRATADA,Íon Flúor,1362,21235540,0.7900,2020-10-10 18:00:00
RESERVATÓRIO,Nível,1325,21236812,73.0000,2020-10-10 19:00:00
DOSAGENS,Conc. Flúor,1340,21235517,23.0000,2020-10-10 19:00:00
FILTROS,Filtro 5,1354,21236817,0.4400,2020-10-10 19:00:00
DOSAGENS,Dosagem Sulfato,1333,21236810,122.1400,2020-10-10 19:00:00
FILTROS,Filtro 1,1350,21236813,0.2500,2020-10-10 19:00:00
FILTROS,Filtro 3,1352,21236815,0.2900,2020-10-10 19:00:00
DOSAGENS,Cloro Pós,1339,21235514,21.0000,2020-10-10 19:00:00
DOSAGENS,Dens. Flúor,1341,21235523,1.2038,2020-10-10 19:00:00
DOSAGENS,Dosagem Flúor,1342,21236811,32.4400,2020-10-10 19:00:00
ÁGUA TRATADA,Cloro residual,1360,21236819,1.6300,2020-10-10 19:00:00
